API_COUNTY,API_NUMBER,COUNTY_CODE,SECTION,TOWNSHIP,RANGE,LEASE_NAME,WELL_NUMBER,STATUS,QUARTER4,QUARTER3,QUARTER2,QUARTER1,WELL_TYPE,MAXPRESSURE,MAXRATE,LAST_MIT_DATE,FORMATION,FORMATION_TOP_DEPTH,FORMATION_BOTTOM_DEPTH,PACKERDEPTH,ORDER_NUMBER,LATITUDE,LONGITUDE,OPERATOR#,OPERATOR,STIPULATIONS,                                                                                                       
37,1473,37,29,19N,09E,TRAVIS UNIT                   , 15-7W ,PA,    ,NE  ,NW  ,NW  ,2R ,0,0,          ,SKINNER SAND                            ,2213,2244,2158,113773,36.103271,-96.38384,913,CHEVRON USA INC                         ,                                                                                       ,
63,930,63,20,05N,09E,CHILES                        ,7,AC,    ,NW  ,SE  ,SW  ,2R ,1000,200,2/18/09,THURMAN                                 ,1680,1710,1630,404238,34.886336,-96.38306,22648,JONES DOUGLAS Q LLC                     ,                                                                                       ,
0,0,37,29,19N,09E,TRAVIS UNIT                   , 15-4W ,TM,    ,SW  ,SE  ,NW  ,2R ,0,0,          ,SKINNER                                 ,2179,2226,0,115824,36.097832,-96.38161,913,CHEVRON USA INC                         ,                                                                                       ,
37,25980,37,29,14N,09E,DAY SOUTH                     ,1,AC,    ,SE  ,NE  ,SE  ,2R ,750,250,3/26/12,DUTCHER                                 ,3166,3174,3150,401357,35.658426,-96.37082,13989,NBI SERVICES INC                        ,                                                                                       ,
29,247,29,27,02N,09E,CODY                          ,2,TM,    ,NE  ,SW  ,SW  ,2D ,1000,4000,          ,BASAL MCLISH SAND                       ,6551,6630,6420,367784,34.609955,-96.35097,14851,TRIPOWER RESOURCES INC                  ,                                                                                       ,
37,0,37,3,17N,09E,MASTERSON                     ,2,TM,    ,SW  ,NW  ,SW  ,2D ,0,0,          ,                                        ,         ,         ,           ,443236,35.978161,-96.3504,14784,HOUSECO PETROLEUM INC                   ,                                                                                       ,
63,20201,63,26,05N,09E,WEST                          ,1,TM,    ,SE  ,NE  ,NW  ,2D ,350,350,11/3/03,EARLSBORO                               ,1200,1216,1150,424123,34.880962,-96.32796,14851,TRIPOWER RESOURCES INC                  ,                                                                                       ,
37,4854,37,13,15N,09E,MATTIE WRIGHT                 ,2,AC,    ,NE  ,SW  ,SE  ,2D ,100,500,4/12/06,MISENER                                 ,3429,3434,3381,426525,35.772603,-96.30412,16202,CANOK INTERNATIONAL INC                 ,                                                                                       ,
37,22457,37,36,14N,09E,ANTHIS                        , B-1   ,AC,    ,NW  ,NE  ,NE  ,2D ,1000,1500,7/11/12,BARTLESVILLE                            ,2480,2580,2400,382867,35.652945,-96.30189,4611,GASKINS GLENDELL L                      ,                                                                                       ,
29,20543,29,30,03N,10E,VAN HALEN                     , 2-30  ,AC,W2  ,NW  ,NW  ,NW  ,2D ,1500,1200,4/10/09,CROMWELL                                ,4196,4285,4150,422681,34.707879,-96.3011,21261,GUNGOLL CARL E EXPLORATION LLC          ,                                                                                       ,
63,22918,63,17,08N,10E,PERRYMAN                      , 17-1  ,AC,NE  ,SW  ,SE  ,SW  ,2D ,500,5000,2/7/08,ARBUCKLE                                ,4630,6113,4500,371479,35.160693,-96.27674,17565,TK DRILLING CORPORATION                 ,                                                                                       ,
63,998,63,8,08N,10E,GARRETT                       ,4,TM,    ,NE  ,SW  ,SE  ,2D ,0,0,12/12/03,                                        ,         ,         ,           ,448978,35.176559,-96.27067,20843,CIRCLE C OILFIELD SUPPLY INC            ,                                                                                       ,
63,20256,63,32,08N,10E,STOTTS                        , B1    ,AC,    ,C   ,SE  ,NE  ,2D ,300,150,5/9/12,CROMWELL                                ,3530,3550,3533,353177,35.124882,-96.26736,2392,RAINBOW OIL & GAS LLC                   ,                                                                                       ,
37,1206,37,4,15N,10E,STURTEVANT UNIT               , 3W    ,TM,    ,SW  ,NW  ,NW  ,2R ,0,0,7/26/95,DUTCHER                                 ,2684,2693,0,48419,35.810616,-96.26189,5704,WILLIAMS ROGER F                        ,                                                                                       ,
37,1429,37,4,15N,10E,ROGERS                        , 1W    ,TM,    ,SW  ,NW  ,SW  ,2R ,0,0,          ,DUTCHER                                 ,2570,2640,0,48419,35.803364,-96.26189,5704,WILLIAMS ROGER F                        ,                                                                                       ,
37,4690,37,4,15N,10E,STURTEVANT DUTCHER SAND UNIT  , 4W    ,TM,    ,NW  ,NW  ,NW  ,2R ,0,0,          ,DUTCHER                                 ,2708,2748,0,48419,35.812429,-96.26189,16202,CANOK INTERNATIONAL INC                 ,                                                                                       ,
37,1428,37,4,15N,10E,STURTEVANT DUTCHER (ROGERS 4A), 4A    ,TM,    ,NE  ,SW  ,SW  ,2R ,0,0,          ,DUTCHER                                 ,2600,0,0,48419,35.801551,-96.25966,5704,WILLIAMS ROGER F                        ,                                                                                       ,
37,1209,37,4,15N,10E,STURTEVANT UNIT               , 6W    ,TM,NE  ,NE  ,NE  ,NW  ,2R ,0,0,3/11/86,DUTCHER                                 ,2560,2602,0,48419,35.812883,-96.25466,16202,CANOK INTERNATIONAL INC                 ,                                                                                       ,
37,24306,37,33,17N,10E,KELLY DUTCHER S U (ELDER #2)  , W-1   ,TM,   C,NE  ,SE  ,SW  ,2R ,600,500,12/22/93,DUTCHER                                 ,2674,2724,2625,351736,35.903745,-96.25457,1235,KRUMME OIL COMPANY LLP                  ,                                                                                       ,
63,22814,63,9,04N,10E,W. HIGHTOWER                  , 2-9   ,AC,    ,SW  ,NE  ,NE  ,2D ,300,1000,10/13/10,CROMWELL                                ,5500,6162,5390,409587,34.836826,-96.25259,16112,KLO LLC                                 ,                                                                                       ,
63,1206,63,28,09N,10E,PUCKET  CANARD                ,1,AC,    ,SE  ,NW  ,NE  ,2D ,500,5000,5/29/08,LOWER CROMWELL                          ,3130,3160,3100,394693,35.229317,-96.25206,6994,GENERAL PETROLEUM CORPORATION           ,                                                                                       ,
37,15367,37,4,15N,10E,GRAYSON                       , 4A    ,TM,NW  ,NE  ,SW  ,NE  ,2R ,0,0,          ,DUTCHER                                 ,2629,2652,0,48419,35.809257,-96.25132,16202,CANOK INTERNATIONAL INC                 ,                                                                                       ,
37,23491,37,33,17N,10E,KDSU (KDSU #9 CORNELIUS #1)   , W-4   ,AC,    ,NE  ,SW  ,SE  ,2R ,600,500,7/8/11,DUTCHER                                 ,2666,2684,2161,351840,35.903745,-96.25011,20342,CORNELIUS OIL INC                       ,                                                                                       ,
37,23625,37,33,17N,10E,KDSU (TIGER #3)               , W-2   ,AC,    ,SE  ,NW  ,SE  ,2D ,600,500,7/8/11,DUTCHER                                 ,2685,2699,2635,351842,35.905558,-96.25011,20342,CORNELIUS OIL INC                       ,                                                                                       ,
37,20909,37,33,17N,10E,KDSU (TIGER WALLACE #2)       , W-3   ,PA,S/2 ,NE  ,SE  ,SE  ,2R ,600,500,          ,DUTCHER                                 ,2710,2720,2660,351841,35.903745,-96.24566,1235,KRUMME OIL COMPANY LLP                  ,                                                                                       ,
37,1214,37,3,15N,10E,STURTEVANT DUTCHER (CARVER 2A), 12-W  ,TM,    ,NW  ,SE  ,NW  ,2R ,0,0,7/25/95,DUTCHER                                 ,2632,0,0,48419,35.808779,-96.23965,5704,WILLIAMS ROGER F                        ,                                                                                       ,
37,28002,37,27,18N,10E,HEMENWAY                      ,1,PA,    ,E2  ,SE  ,SW  ,2R ,1300,190,8/22/00,DUTCHER                                 ,2539,2566,2536,374972,36.004338,-96.23676,19386,PETCO PETROLEUM CORP                    ,                                                                                       ,
37,28002,37,27,18N,10E,HEMENWAY                      ,1,PA,    ,E2  ,SE  ,SW  ,2R ,1300,190,8/22/00,SKINNER                                 ,1859,1879,2536,374972,36.004338,-96.23676,19386,PETCO PETROLEUM CORP                    ,                                                                                       ,
37,23412,37,27,17N,10E,SHELTON PONDER DUTCHER SAND U., 2712-W,TM,    ,SE  ,SE  ,SW  ,2R ,1200,1500,          ,DUTCHER                                 ,2539,2566,2445,366016,35.91641,-96.23675,15887,BEARD OIL COMPANY                       ,                                                                                       ,
37,28161,37,27,17N,10E,SHELTON PONDER DUTCHER SAND U., 2725-W,AC,SW  ,SW  ,SE  ,SE  ,2R ,1200,1200,8/14/10,DUTCHER                                 ,2500,2534,2441,365653,35.915958,-96.23062,10368,HOLLOWAY DAVID A                        ,                                                                                       ,
37,23161,37,35,17N,10E,SHELTON PONDER DUTCHER SAND U , 3511-W,AC,    ,NW  ,NW  ,NW  ,2R ,1200,1000,10/31/08,DUTCHER                                 ,2504,2524,2446,366015,35.914569,-96.2256,10368,HOLLOWAY DAVID A                        ,                                                                                       ,
37,24670,37,35,18N,10E,MILFORD DAVIS                 ,2,AC,    ,SE  ,NW  ,SW  ,2D ,300,700,4/29/09,BARTLESVILLE                            ,2140,2400,2025,379482,35.992526,-96.22339,20067,BABER OIL COMPANY LLC                   ,                                                                                       ,
37,24670,37,35,18N,10E,MILFORD DAVIS                 ,2,AC,    ,SE  ,NW  ,SW  ,2D ,300,700,4/29/09,REDFORK                                 ,2090,2114,2025,379482,35.992526,-96.22339,20067,BABER OIL COMPANY LLC                   ,                                                                                       ,
37,25932,37,14,17N,10E,GRACE                         ,13,TM,    ,SE  ,SW  ,NE  ,2R ,0,0,          ,                                        ,         ,         ,           ,425659,35.952642,-96.21446,19386,PETCO PETROLEUM CORP                    ,                                                                                       ,
37,26176,37,23,17N,10E,MYRICK                        ,1,TM,    ,SE  ,NW  ,NE  ,2R ,0,0,          ,                                        ,         ,         ,           ,425657,35.941764,-96.21446,19386,PETCO PETROLEUM CORP                    ,                                                                                       ,
